,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
0,1.0,7.112700382534538e-05,0.036998964271612846,0.0014483264885026684,0.020980157125527123,0.00039950694174127415,1.0881179911225542e-05,0.05245185084004917,8.548941187966038e-06,0.003953747777397373,0.21110691348696636,0.8312958435207823,0.003559632548444511,0.5524733812449599,0.7338373154162079,0.6428626217688119
1,1.0,0.00041675692558917064,0.03106340801515034,0.005813146042894272,0.03216885217491768,0.0005675360062281043,1.3726259062325801e-05,0.028548012566589263,8.32149313199814e-07,0.002849348956895314,0.21110691348696636,0.8312958435207823,0.003559632548444511,0.5524733812449599,0.7338373154162079,0.6428626217688119
2,0.0,0.00015121517189408868,0.04092757143696587,0.009612523064103326,0.012493501241984865,0.007025431425976385,7.247464784908022e-05,0.0418658653189455,3.589842811059571e-06,0.008426563000430714,0.24117869285984134,0.8457776941884521,0.0033028864355371438,0.7843455563461569,0.7333599896285393,0.6496893457083684
3,0.0,1.150124033942646e-05,0.036827970257580264,0.012657976707735651,0.017000823176015253,0.005241468794602309,0.00016661182818197644,0.09356645267040022,8.147573012093371e-05,0.055838404364584135,0.2375519455987911,0.8495392138423924,0.0029678110000478683,0.2598262121342383,0.7429471815092542,0.6620388126102632
4,1.0,1.756790497180354e-05,0.03778061738072305,0.006953951153701168,0.011571399688059616,0.00039139743090696764,1.3326949707785413e-05,0.09431771615899467,8.459971546796265e-05,0.0045169911758534236,0.2546278806195693,0.8258416400225691,0.004077476403291573,0.40708540866031134,0.7392025664161519,0.6552887934340722
5,1.0,8.34834663050402e-05,0.03748891018002095,0.005336983909687916,0.03280067587083358,0.000984494615284806,1.9067021679303476e-05,0.05532031143286436,1.0487273616736625e-05,0.007344252156338696,0.2557612391386475,0.8348692871920256,0.003755455854899282,0.751480699687765,0.7391054767518165,0.6710132699240624
6,1.0,2.9944047919518644e-05,0.03880414804447104,0.007559073864650914,0.022299405002599505,0.00044504995458673934,1.342677704642051e-05,0.07751673268679142,3.9063518527980294e-05,0.00443968325841828,0.2557612391386475,0.8348692871920256,0.003755455854899282,0.751480699687765,0.7391054767518165,0.6710132699240624
7,1.0,1.788327882298096e-05,0.04366729073220723,0.007489633553558321,0.017163942002195134,0.0001469443363176333,7.536964066949803e-06,0.09117606884305422,7.378268784237298e-05,0.0016565982307530894,0.2557612391386475,0.8348692871920256,0.003755455854899282,0.751480699687765,0.7391054767518165,0.6710132699240624
8,0.0,5.477070386069059e-05,0.008679408816185617,0.011596531952463148,0.03588758592802265,0.00015161541455819383,0.00019531218803956678,0.08994672858899057,7.008140461834921e-05,0.005267982373794825,0.26943709860219117,0.7408312958435208,0.00804616208077494,0.8693796974946094,0.3537229031789504,0.4367569226048938
9,1.0,0.00012174882780690549,0.03927941724712209,0.0005158423109735532,0.025148027265900295,0.0031882055274425848,2.835096417236747e-05,0.039270591449255564,2.808846474302336e-06,0.017880216903928346,0.17907064601435588,0.8346812112093287,0.0032158538548905788,0.32681301113405803,0.7486951434671125,0.6807547748715196
10,1.0,1.714497968178252e-05,0.001662263738519028,0.008114596353391663,0.012211816186239963,0.009232515894641235,6.468811543554268e-05,0.08974183854664664,6.955525971779697e-05,0.47536638430870154,0.23868530411786928,0.8294150836938123,0.003720642822640656,0.3180783462989834,0.808383648095275,0.3353532254352995
11,1.0,1.5099694381679267e-05,0.0006232425415007564,0.0022220899549629984,0.027703772167985675,0.004330284157259634,7.99616982467125e-05,0.13816418522059828,0.00037898144111097394,0.6566644946823196,0.28553078957310163,0.7470378032725221,0.008020052306580969,0.5667887931428701,0.7229144108919626,0.2682365574902201
12,1.0,2.5236680980581217e-05,0.00044638028598219243,0.0062595480427752315,0.02271987464617873,0.0059333722589853385,7.242473417976268e-05,0.10217183444884578,0.00011552077628149384,0.19233105459043368,0.2692859841329807,0.7752492006770735,0.005839886161384515,0.06563917022284645,0.37272906164616193,0.5060213239242157
